poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,dem,rep,ind
79098,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,Online,,6/6/22,6/7/22,,"",,156281,1005,a,,a,,6/8/22 14:34,"",https://www.ipsos.com/en-us/news-polls/ipsos-core-political-presidential-approval-tracker-06082022,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,39.0,37.0,
79106,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,6/4/22,6/7/22,,"",,156258,821,lv,,lv,,6/8/22 09:39,"",https://docs.cdn.yougov.com/h1z6fc9iv8/econTabReport.pdf,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,43.0,45.0,
79110,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,6/3/22,6/6/22,,"",,156279,1576,a,,a,,6/8/22 14:09,"",https://poll.qu.edu/poll-release?releaseid=3848,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,40.0,44.0,
79110,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,6/3/22,6/6/22,,"",,156280,1413,rv,,rv,,6/8/22 14:09,"",https://poll.qu.edu/images/polling/us/us06082022_regvoter_ughd88.pdf,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,41.0,46.0,
79157,241,Ipsos,1156,FiveThirtyEight,Ipsos,154,Ipsos,B-,Online,,5/26/22,6/6/22,,"",,156528,1691,a,,a,,6/14/22 13:17,"",https://www.ipsos.com/en-us/news-polls/FiveThirtyEight-2022-midterm-election,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,27.0,29.0,
79099,1189,Morning Consult,538,Politico,Morning Consult,218,Morning Consult,B,Online,,6/4/22,6/5/22,,"",,156220,2006,rv,,rv,,6/8/22 08:47,"",https://assets.morningconsult.com/wp-uploads/2022/06/06200027/2206017_crosstabs_POLITICO_RVs_v2_06-08-22_SH.pdf,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,42.0,42.0,
79088,1709,Big Village,"","",Big Village,37,Big Village/Opinion Research Corporation,B,Online,,6/1/22,6/3/22,,"",,156169,1004,a,,a,,6/6/22 09:18,"",https://engine-insights.com/blog/public-opinion-polling/,"",false,"",8990,2022,U.S. House,,Generic,11/8/22,general,false,37.4,38.0,
79088,1709,Big Village,"","",Big Village,37,Big Village/Opinion Research Corporation,B,Online,,6/1/22,6/3/22,,"",,156170,822,rv,,rv,,6/6/22 09:18,"",https://engine-insights.com/blog/public-opinion-polling/,"",false,"",8990,2022,U.S. House,,Generic,11/8/22,general,false,43.0,43.8,
79078,399,Rasmussen (Pulse Opinion Research),1744,Miranda Devine's LAPTOP FROM HELL,Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,B,IVR/Online,,5/29/22,6/2/22,,"",,156128,2500,lv,,lv,,6/3/22 10:50,"",https://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot_jun03,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,40.0,48.0,
79055,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,5/28/22,5/31/22,,"",,156020,776,lv,,lv,,6/1/22 09:55,"",https://docs.cdn.yougov.com/hdujaizcp7/econtoplines.pdf,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,43.0,43.0,
79046,399,Rasmussen (Pulse Opinion Research),1744,Miranda Devine's LAPTOP FROM HELL,Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,B,IVR/Online,,5/22/22,5/26/22,,"",,155972,2500,lv,,lv,,5/27/22 12:17,"",https://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot_may27,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,41.0,47.0,
79041,1102,Emerson College Polling Society,"","",Emerson College,88,Emerson College,A-,IVR/Online,,5/24/22,5/25/22,,"",,155963,1148,rv,,rv,,5/26/22 21:08,"",https://emersonpolling.reportablenews.com/pr/biden-s-approval-drops-to-38-1-in-3-say-memorial-day-travel-plans-were-impacted-by-high-cost-of-gas,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,42.3,45.2,
79021,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,5/21/22,5/24/22,,"",,155839,908,lv,,lv,,5/25/22 09:24,"",https://docs.cdn.yougov.com/d4z846zymi/econTabReport.pdf,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,41.0,45.0,
79024,1302,Echelon Insights,"","",Echelon Insights,407,Echelon Insights,B/C,Online,,5/20/22,5/23/22,,"",,155847,1020,rv,,rv,,5/25/22 13:20,"",https://echeloninsights.com/in-the-news/may-22-omnibus-political-update/,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,46.0,43.0,
79024,1302,Echelon Insights,"","",Echelon Insights,407,Echelon Insights,B/C,Online,,5/20/22,5/23/22,,"",,155848,1020,lv,,lv,,5/25/22 13:20,"",https://echeloninsights.com/in-the-news/may-22-omnibus-political-update/,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,45.0,45.0,
79005,1189,Morning Consult,538,Politico,Morning Consult,218,Morning Consult,B,Online,,5/20/22,5/22/22,,"",,155818,2005,rv,,rv,,5/25/22 09:15,"",https://assets.morningconsult.com/wp-uploads/2022/05/24132604/2205143_crosstabs_POLITICO_RVs_v2_SH_05-25-22.pdf,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,45.0,41.0,
79013,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B+,Online,,5/19/22,5/22/22,,"",,155840,1369,rv,,rv,,5/25/22 09:39,"",https://uk.news.yahoo.com/poll-trumps-influence-over-republicans-wanes-as-gop-voters-move-on-from-stolen-election-claims-090036086.html,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,42.0,38.0,
79013,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B+,Online,,5/19/22,5/22/22,,"",,155991,1573,a,,a,,5/30/22 19:05,"",https://docs.cdn.yougov.com/gwklpniwm0/20220523_yahoo_toplines.pdf,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,38.0,36.0,
79002,1709,Big Village,"","",Big Village,37,Big Village/Opinion Research Corporation,B,Online,,5/18/22,5/20/22,,"",,155727,1011,a,,a,,5/23/22 11:47,"",https://engine-insights.com/blog/public-opinion-polling/,"",false,"",8990,2022,U.S. House,,Generic,11/8/22,general,false,37.3,37.6,
79002,1709,Big Village,"","",Big Village,37,Big Village/Opinion Research Corporation,B,Online,,5/18/22,5/20/22,,"",,155728,825,rv,,rv,,5/23/22 11:47,"",https://engine-insights.com/blog/public-opinion-polling/,"",false,"",8990,2022,U.S. House,,Generic,11/8/22,general,false,42.9,43.2,
78998,1701,NewsNation/Decision Desk HQ,"","",NewsNation,696,NewsNation,,Online,,5/18/22,5/19/22,,"",,155870,1009,rv,,rv,,5/25/22 20:51,"",https://www.newsnationnow.com/us-news/full-report-americans-views-on-abortion-guns-and-inflation/,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,41.15,43.27,
79016,1508,Harris Poll,763,Harvard CAPS,Harris Poll,133,Harris Insights & Analytics,B+,Online,,5/18/22,5/19/22,,"",,155795,1963,rv,,rv,,5/24/22 20:25,"",https://harvardharrispoll.com/key-results-may/,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,49.0,51.0,
78992,399,Rasmussen (Pulse Opinion Research),1744,Miranda Devine's LAPTOP FROM HELL,Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,B,IVR/Online,,5/15/22,5/19/22,,"",,155676,2500,lv,,lv,,5/20/22 11:34,"",https://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot_apr15,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,39.0,48.0,
78976,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,5/15/22,5/17/22,,"",,155598,952,lv,,lv,,5/18/22 10:09,"",https://docs.cdn.yougov.com/8ew54v1ohy/econTabReport.pdf,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,43.0,40.0,
78974,1189,Morning Consult,538,Politico,Morning Consult,218,Morning Consult,B,Online,,5/13/22,5/16/22,,"",,155576,2005,rv,,rv,,5/18/22 09:37,"",https://assets.morningconsult.com/wp-uploads/2022/05/17122458/2205081_crosstabs_POLITICO_RVs_v1_SH.pdf,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,44.0,42.0,
78966,1697,Bullfinch,"","",The Bullfinch Group,692,The Bullfinch Group,,Online,,5/12/22,5/16/22,,"",,155516,1200,a,,a,,5/16/22 20:07,"",https://www.thebullfinchgroup.com/post/public-release-of-bullfinch-q2-nationwide-survey,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,42.0,41.0,
78966,1697,Bullfinch,"","",The Bullfinch Group,692,The Bullfinch Group,,Online,,5/12/22,5/16/22,,"",,155517,1000,rv,,rv,,5/16/22 20:07,"",https://www.thebullfinchgroup.com/post/public-release-of-bullfinch-q2-nationwide-survey,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,44.0,42.0,
78977,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,5/12/22,5/16/22,,"",,155613,1586,a,,a,,5/18/22 14:09,"",https://poll.qu.edu/poll-release?releaseid=3846,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,42.0,47.0,
78977,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,5/12/22,5/16/22,,"",,155614,1421,rv,,rv,,5/18/22 14:09,"",https://poll.qu.edu/images/polling/us/us05182022_regvoter_uirc64.pdf,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,43.0,47.0,
79006,1347,Cygnal Political,"","",Cygnal,67,Cygnal,B+,Online,,5/13/22,5/15/22,,"",,155752,5765,lv,,lv,,5/23/22 13:28,"",https://www.cygn.al/may-national-voter-trends-panel-video/,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,45.1,47.8,
79272,294,McLaughlin,1803,American Majority Project,McLaughlin & Associates,203,McLaughlin & Associates,C/D,Online,,5/9/22,5/14/22,,"",,157584,2000,lv,,lv,,6/29/22 21:17,"",https://americanmajorityproject.com/defining-the-new-american-majority/,"",false,REP,8990,2022,U.S. House,,Generic,11/8/22,general,false,42.0,47.0,
78979,1205,Marist,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,A,Live Phone,,5/9/22,5/13/22,,"",,155620,1213,rv,,rv,,5/19/22 09:38,"",https://maristpoll.marist.edu/polls/npr-pbs-newshour-marist-national-poll-abortion-rights-may-2022/,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,47.0,42.0,
78931,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,5/8/22,5/10/22,,"",,155404,1361,rv,,rv,,5/11/22 09:33,"",https://docs.cdn.yougov.com/7mggbvtur9/econtoplines.pdf,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,51.0,49.0,
78964,1292,Hart Research Associates/Public Opinion Strategies,132,NBC News,Hart Research Associates/Public Opinion Strategies,221,NBC News/The Wall Street Journal,B+,Live Phone,,5/5/22,5/10/22,,"",,155501,790,rv,,rv,,5/15/22 13:33,no polling 5/8,https://www.nbcnews.com/politics/2022-election/support-abortion-rights-hits-new-high-midterm-outlook-stays-mostly-unc-rcna28869,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,46.0,46.0,
78928,1189,Morning Consult,538,Politico,Morning Consult,218,Morning Consult,B,Online,,5/6/22,5/9/22,,"",,155371,2005,rv,,rv,,5/11/22 08:51,"",https://assets.morningconsult.com/wp-uploads/2022/05/10135251/2205036_crosstabs_POLITICO_RVs_v2_SH.pdf,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,44.0,42.0,
78951,320,Monmouth U.,"","",Monmouth University,215,Monmouth University,A,Live Phone,,5/5/22,5/9/22,,"",,155472,807,a,,a,,5/12/22 11:10,"",https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_051222/,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,44.0,48.0,
78951,320,Monmouth U.,"","",Monmouth University,215,Monmouth University,A,Live Phone,,5/5/22,5/9/22,,"",,155473,751,rv,,rv,,5/12/22 11:10,"",https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_051222/,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,43.0,50.0,
78960,568,YouGov,"278,1233",UMass Amherst | WCVB-TV,YouGov,391,YouGov,B+,Online,,5/5/22,5/9/22,,"",,155490,1000,a,,a,,5/13/22 09:01,"",https://polsci.umass.edu/toplines-and-crosstabs-may-2022-midterm-elections-biden-impeachment-presidential-primaries,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,44.0,38.0,
78921,356,OnMessage Inc.,1758,Senate Opportunity Fund,OnMessage,239,OnMessage Inc.,B/C,Online,,5/4/22,5/6/22,,"",,155333,800,lv,,lv,,5/9/22 11:29,"",https://senopportunity.org/wp-content/uploads/2022/05/2022-05-26-PUBLIC-DECK-National-SOF-1.pdf,"",false,REP,8990,2022,U.S. House,,Generic,11/8/22,general,false,44.0,45.0,
78923,1709,Big Village,"","",Big Village,37,Big Village/Opinion Research Corporation,B,Online,,5/4/22,5/6/22,,"",,155340,1008,a,,a,,5/9/22 12:49,"",https://engine-insights.com/blog/public-opinion-polling/,"",false,"",8990,2022,U.S. House,,Generic,11/8/22,general,false,39.2,36.8,
78923,1709,Big Village,"","",Big Village,37,Big Village/Opinion Research Corporation,B,Online,,5/4/22,5/6/22,,"",,155341,833,rv,,rv,,5/9/22 12:49,"",https://engine-insights.com/blog/public-opinion-polling/,"",false,"",8990,2022,U.S. House,,Generic,11/8/22,general,false,45.3,42.0,
78952,770,TIPP,1787,James Golden,TIPP Insights,144,IBD/TIPP,A+,Online,,5/4/22,5/6/22,,"",,155475,1043,rv,,rv,,5/12/22 12:51,"",https://tippinsights.com/inflation-is-the-decisive-issue-for-midterm-voters/,"",false,REP,8990,2022,U.S. House,,Generic,11/8/22,general,false,42.0,43.0,
78917,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B+,Online,,5/3/22,5/6/22,,"",,155325,1215,rv,,rv,,5/6/22 20:23,"",https://www.scribd.com/document/573588035/Yahoo-News-Survey,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,43.0,39.0,
78917,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B+,Online,,5/3/22,5/6/22,,"",,155406,1577,a,,a,,5/11/22 10:16,"",https://news.yahoo.com/new-poll-reveals-warning-signs-for-gop-on-abortion-ahead-of-midterms-205241999.html,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,37.0,33.0,
78916,1361,SSRS,143,CNN,SSRS,297,SSRS,C,Live Phone/Online,,5/3/22,5/5/22,,"",,155323,645,rv,,rv,,5/6/22 16:26,"",https://www.cnn.com/2022/05/06/politics/cnn-poll-abortion-midterms-roe-v-wade/index.html,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,42.0,49.0,
78969,241,Ipsos,1156,FiveThirtyEight,Ipsos,154,Ipsos,B-,Online,,4/27/22,5/5/22,,"",,155520,2006,a,,a,,5/17/22 10:22,"",https://www.ipsos.com/en-us/news-polls/FiveThirtyEight-2022-midterm-election,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,27.0,29.0,
78873,1189,Morning Consult,538,Politico,Morning Consult,218,Morning Consult,B,Online,,5/3/22,5/3/22,,"",,155223,1955,rv,,rv,,5/4/22 09:35,"",https://assets.morningconsult.com/wp-uploads/2022/05/03203234/2205008_crosstabs_POLITICO_RVs_v1_HD.pdf,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,43.0,43.0,
78874,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,4/30/22,5/3/22,,"",,155224,1303,rv,,rv,,5/4/22 09:45,"",https://docs.cdn.yougov.com/njqw3o8bdb/econoplines.pdf,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,53.0,47.0,
78872,1189,Morning Consult,538,Politico,Morning Consult,218,Morning Consult,B,Online,,4/29/22,5/2/22,,"",,155190,2000,rv,,rv,,5/4/22 09:28,"",https://assets.morningconsult.com/wp-uploads/2022/05/03132947/2204195_crosstabs_POLITICO_RVs_v2_SH.pdf,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,43.0,43.0,
78870,1597,Beacon Research/Shaw & Company,149,FOX News,Beacon Research/Shaw & Company Research,103,Fox News/Beacon Research/Shaw & Co. Research,A,Live Phone,,4/28/22,5/1/22,,"",,155189,1003,rv,,rv,,5/3/22 20:06,"",https://www.foxnews.com/official-polls/05-03-22-fox-news-poll-voters-are-most-worried-about-inflation-and-the-countrys-future,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,39.0,46.0,
78887,1361,SSRS,143,CNN,SSRS,297,SSRS,C,Live Phone/Online,,4/28/22,5/1/22,,"",,155324,806,rv,,rv,,5/6/22 16:26,"",https://www.cnn.com/2022/05/06/politics/cnn-poll-abortion-midterms-roe-v-wade/index.html,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,44.0,45.0,
79051,552,Winston,1312,Winning the Issues,The Winston Group,385,The Winston Group,A/B,Online,,4/26/22,4/28/22,,"",,156010,1000,rv,,rv,,6/1/22 09:26,"",https://www.winningtheissues.org/wp-content/uploads/2022/05/Winning-the-Issues-April-2022-National-Survey.pdf,"",false,REP,8990,2022,U.S. House,,Generic,11/8/22,general,false,44.0,45.0,
78864,1704,ABC/Washington Post,"","",ABC News/The Washington Post,3,ABC News/The Washington Post,A+,Live Phone,,4/24/22,4/28/22,,"",,155141,907,rv,,rv,,5/1/22 13:24,"",https://www.washingtonpost.com/politics/2022/05/01/poll-biden-post-abc/,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,46.0,45.0,
